7
14
18
27
29.5
37
44
50
56
61
73.5
80.5
84
92
99
103.5
111
115.5
122
128.5
134
138
147
152
160
162
170
176.5
183.5
188
194.5
200
206
211
219
222.5
230.5
238
243.5
248
257
260
266
273.5
280
286.5
292
299
306
311.5
318.5
325
329
337
342.5
349.5
354
361.5
366
